T_K,chi
80.0,0.0125
81.30325814536342,0.012299630086313193
82.60651629072682,0.012105582524271845
83.90977443609023,0.011917562724014336
85.21303258145363,0.011735294117647059
86.51629072681705,0.011558516801853998
87.81954887218045,0.011386986301369863
89.12280701754386,0.011220472440944882
90.42606516290726,0.011058758314855876
91.72932330827068,0.010901639344262295
93.03258145363408,0.010748922413793103
94.3358395989975,0.010600425079702444
95.6390977443609,0.010455974842767297
96.94235588972431,0.01031540847983454
98.24561403508773,0.010178571428571427
99.54887218045113,0.010045317220543807
100.85213032581453,0.009915506958250497
102.15538847117794,0.00978900883218842
103.45864661654136,0.009665697674418603
104.76190476190476,0.009545454545454546
106.06516290726816,0.009428166351606806
107.36842105263158,0.009313725490196078
108.67167919799499,0.009202029520295203
109.97493734335839,0.009092980856882408
111.2781954887218,0.008986486486486487
112.58145363408522,0.008882457702582367
113.88471177944862,0.00878080985915493
115.18796992481202,0.008681462140992167
116.49122807017544,0.00858433734939759
117.79448621553885,0.008489361702127659
119.09774436090225,0.008396464646464647
120.40100250626566,0.008305578684429642
121.70426065162907,0.0082166392092257
123.00751879699249,0.008129584352078239
124.31077694235589,0.008044354838709678
125.61403508771929,0.007960893854748604
126.9172932330827,0.00787914691943128
128.22055137844612,0.0077990617670054725
129.52380952380952,0.007720588235294118
130.82706766917292,0.007643678160919541
132.13032581453632,0.007568285280728377
133.43358395989975,0.007494365138993238
134.73684210526315,0.0074218750000000005
136.04010025062655,0.007350773765659544
137.34335839598998,0.007281021897810219
138.64661654135338,0.007212581344902386
139.94987468671678,0.00714541547277937
141.2531328320802,0.0070794889992902765
142.5563909774436,0.007014767932489451
143.859649122807,0.006951219512195122
145.16290726817044,0.006888812154696132
146.46616541353382,0.006827515400410679
147.76942355889724,0.00676729986431479
149.07268170426065,0.006708137188971083
150.37593984962405,0.0066500000000000005
151.67919799498748,0.006592861863846662
152.98245614035088,0.006536697247706422
154.28571428571428,0.006481481481481482
155.5889724310777,0.006427190721649484
156.89223057644108,0.006373801916932908
158.1954887218045,0.006321292775665399
159.4987468671679,0.006269641734758014
160.8020050125313,0.006218827930174565
162.10526315789474,0.006168831168831168
163.40852130325814,0.006119631901840491
164.71177944862154,0.006071211199026172
166.01503759398497,0.0060235507246376805
167.31829573934837,0.00597663271420012
168.62155388471177,0.005930439952437574
169.9248120300752,0.005884955752212389
171.22807017543857,0.005840163934426231
172.531328320802,0.005796048808832074
173.8345864661654,0.005752595155709343
175.1378446115288,0.005709788208357184
176.44110275689223,0.005667613636363636
177.74436090225564,0.005626057529610829
179.04761904761904,0.005585106382978724
180.35087719298247,0.005544747081712062
181.65413533834584,0.00550496688741722
182.95739348370927,0.005465753424657534
184.26065162907267,0.005427094668117519
185.56390977443607,0.005388978930307943
186.8671679197995,0.005351394849785408
188.1704260651629,0.005314331379861481
189.4736842105263,0.005277777777777778
190.77694235588973,0.00524172359432475
192.08020050125313,0.00520615866388309
193.38345864661653,0.005171073094867807
194.68671679197996,0.0051364572605561275
195.98997493734333,0.005102301790281331
197.29323308270676,0.00506859756097561
198.59649122807016,0.005035335689045937
199.89974937343356,0.005002507522567703
201.203007518797,0.0049701046337817635
202.5062656641604,0.004938118811881188
203.8095238095238,0.004906542056074767
205.11278195488723,0.004875366568914956
206.41604010025063,0.004844584749878582
207.71929824561403,0.0048141891891891895
209.02255639097743,0.004784172661870504
210.32581453634086,0.004754528122020972
211.62907268170426,0.004725248697299858
212.93233082706766,0.0046963276836158195
214.23558897243106,0.004667758540009359
215.5388471177945,0.0046395348837209305
216.8421052631579,0.004611650485436893
218.1453634085213,0.0045840992647058825
219.4486215538847,0.004556875285518502
220.75187969924812,0.004529972752043597
222.05513784461152,0.004503386004514673
223.35839598997492,0.004477109515260323
224.66165413533832,0.004451137884872825
225.96491228070175,0.004425465838509317
227.26817042606515,0.004400088222320247
228.57142857142856,0.004375
229.87468671679198,0.004350196249454863
231.17794486215539,0.004325672159583694
232.4812030075188,0.004301423027166883
233.7844611528822,0.0042774442538593485
235.08771929824562,0.004253731343283582
236.39097744360902,0.00423027989821883
237.69423558897242,0.00420708561788275
238.99749373433582,0.004184144295302014
240.30075187969925,0.00416145181476846
241.60401002506265,0.004139004149377594
242.90726817042605,0.004116797358646306
244.21052631578945,0.004094827586206897
245.51378446115288,0.00407309105757452
246.81704260651628,0.004051584077985378
248.12030075187968,0.004030303030303031
249.4235588972431,0.004009244372990353
250.7268170426065,0.003988404638144742
252.0300751879699,0.003967780429594272
253.33333333333331,0.003947368421052632
254.63659147869674,0.003927165354330709
255.93984962406014,0.00390716803760282
257.24310776942355,0.0038873733437256434
258.546365914787,0.0038677782086079873
259.8496240601504,0.003848379629629629
261.1528822055138,0.003829174664107486
262.45614035087715,0.0038101604278074873
263.7593984962406,0.0037913340935005705
265.062656641604,0.003772692889561271
266.36591478696744,0.0037542340986074516
267.6691729323308,0.0037359550561797757
268.97243107769424,0.0037178531494595603
270.2756892230576,0.003699925816023739
271.57894736842104,0.003682170542635659
272.88220551378447,0.0036645848640705363
274.1854636591479,0.0036471663619744056
275.4887218045113,0.0036299126637554585
276.79197994987464,0.003612821441506701
278.0952380952381,0.0035958904109589045
279.3984962406015,0.0035791173304628634
280.70175438596493,0.0035624999999999997
282.0050125313283,0.0035460362602204054
283.3082706766917,0.0035297239915074315
284.6115288220551,0.003513561113067982
285.91478696741854,0.003497545582047686
287.21804511278197,0.003481675392670157
288.52130325814534,0.0034659485753995834
289.82456140350877,0.003450363196125908
291.12781954887214,0.003434917355371901
292.43107769423557,0.0034196091875214264
293.734335839599,0.0034044368600682595
295.0375939849624,0.0033893985728848113
296.3408521303258,0.003374492557510149
297.6441102756892,0.00335971707645672
298.9473684210526,0.0033450704225352116
300.25062656641603,0.0033305509181969953
301.55388471177946,0.003316156914893617
302.85714285714283,0.0033018867924528303
304.16040100250626,0.003287738958470666
305.46365914786963,0.0032737118477190684
306.76691729323306,0.0032598039215686278
308.0701754385965,0.003246013667425968
309.3734335839599,0.003232339598185353
310.6766917293233,0.003218780251694095
311.97994987468667,0.003205334190231363
313.2832080200501,0.0031920000000000004
314.5864661654135,0.0031787762906309754
315.88972431077696,0.003165661694700095
317.1929824561403,0.0031526548672566376
318.49624060150376,0.0031397544853635504
319.79949874686713,0.003126959247648903
321.10275689223056,0.0031142678738682486
322.406015037594,0.003101679104477612
323.7092731829574,0.003089191700216785
325.0125313283208,0.003076804441702653
326.31578947368416,0.0030645161290322586
327.6190476190476,0.0030523255813953492
328.922305764411,0.0030402316366961294
330.22556390977445,0.0030282331511839707
331.5288220551378,0.0030163289990928336
332.83208020050125,0.0030045180722891567
334.1353383458646,0.002992799279927993
335.43859649122805,0.002981171548117155
336.7418546365915,0.002969633819589163
338.04511278195486,0.002958185053380783
339.3483709273183,0.002946824224519941
340.6516290726817,0.002935550323719835
341.9548872180451,0.0029243623570800355
343.2581453634085,0.0029132593457943928
344.5614035087719,0.002902240325865581
345.8646616541353,0.0028913043478260873
347.16791979949875,0.002880450476465492
348.4711779448621,0.0028696777905638667
349.77443609022555,0.0028589853826311265
351.077694235589,0.0028483723586521987
352.38095238095235,0.002837837837837838
353.6842105263158,0.0028273809523809523
354.9874686716792,0.0028170008472183
356.2907268170426,0.0028066966797974115
357.593984962406,0.0027964676198486125
358.8972431077694,0.0027863128491620115
360.2005012531328,0.0027762315613693296
361.50375939849624,0.0027662229617304492
362.8070175438596,0.002756286266924565
364.11027568922304,0.0027464207048458152
365.4135338345865,0.002736625514403292
366.71679197994985,0.0027268999453253146
368.0200501253133,0.002717243257967856
369.32330827067665,0.002707654723127036
370.6265664160401,0.002698133621855559
371.9298245614035,0.002688679245283019
373.2330827067669,0.0026792908944399682
374.5363408521303,0.0026699678800856533
375.83959899749374,0.0026607095225393436
377.1428571428571,0.0026515151515151517
378.44611528822054,0.002642384105960265
379.74937343358397,0.0026333157338965154
381.05263157894734,0.0026243093922651934
382.35588972431077,0.0026153644467750395
383.65914786967414,0.002606480271753332
384.9624060150376,0.00259765625
386.265664160401,0.0025888917726446924
387.5689223057644,0.0025801862390067254
388.8721804511278,0.00257153905645785
390.17543859649123,0.0025629496402877695
391.4786967418546,0.0025544174135723433
392.78195488721803,0.0025459418070444104
394.08521303258146,0.002537522258967184
395.38847117794484,0.002529158215010142
396.69172932330827,0.0025208491281273693
397.99498746867164,0.0025125944584382873
399.29824561403507,0.0025043936731107205
400.6015037593985,0.002496246246246246
401.90476190476187,0.0024881516587677726
403.2080200501253,0.002480109398309299
404.5112781954887,0.0024721189591078068
405.8145363408521,0.0024641798418972333
407.11779448621553,0.0024562915538044816
408.4210526315789,0.002448453608247423
409.72431077694233,0.0024406655248348425
411.02756892230576,0.0024329268292682927
412.33082706766913,0.0024252370532458064
413.63408521303256,0.002417595734367426
414.937343358396,0.0024100024160425225
416.24060150375936,0.002402456647398844
417.5438596491228,0.0023949579831932773
418.8471177944862,0.00238750598372427
420.1503759398496,0.0023801002147458843
421.453634085213,0.0023727402473834444
422.7568922305764,0.002365425658050747
424.0601503759398,0.0023581560283687944
425.36340852130326,0.002350930945086024
426.66666666666663,0.0023437500000000003
427.96992481203006,0.0023366127898805343
429.2731829573935,0.0023295189163942084
430.57644110275686,0.002322467986030268
431.8796992481203,0.0023154596100278552
433.18295739348366,0.0023084934043045595
434.4862155388471,0.002301568989386248
435.7894736842105,0.002294685990338164
437.0927318295739,0.002287844036697248
438.3959899749373,0.002281042762405671
439.69924812030075,0.002274281805745554
441.0025062656641,0.0022675608092748356
442.30576441102755,0.0022608794197642793
443.609022556391,0.002254237288135593
444.91228070175436,0.002247634069400631
446.2155388471178,0.0022410694226016625
447.51879699248116,0.0022345430107526885
448.8220551378446,0.002228054500781774
450.125313283208,0.0022216035634743878
451.4285714285714,0.0022151898734177216
452.7318295739348,0.00220881310894597
454.03508771929825,0.0022024729520865533
455.3383458646616,0.0021961690885072657
456.64160401002505,0.002189901207464325
457.9448621553885,0.0021836690017513136
459.24812030075185,0.002177472167648985
460.5513784461153,0.002171310404875925
461.85463659147865,0.002165183416540048
463.1578947368421,0.002159090909090909
464.4611528822055,0.0021530325922728254
465.7644110275689,0.0021470081790787776
467.0676691729323,0.002141017385705087
468.37092731829574,0.0021350599315068494
469.6741854636591,0.002129135538954109
470.97744360902254,0.0021232439335887613
472.2807017543859,0.0021173848439821697
473.58395989974935,0.0021115580016934803
474.8872180451128,0.0021057631412286257
476.19047619047615,0.0021000000000000003
477.4937343358396,0.0020942683182867943
478.796992481203,0.00208856783919598
480.1002506265664,0.00208289830862393
481.4035087719298,0.002077259475218659
482.70676691729324,0.002071651090342679
484.0100250626566,0.002066072908036454
485.31328320802004,0.0020605246849824416
486.6165413533834,0.002055006180469716
487.91979949874684,0.0020495171563591538
489.22305764411027,0.0020440573770491802
490.52631578947364,0.00203862660944206
491.8295739348371,0.002033224622910722
493.1328320802005,0.002027851189266111
494.4360902255639,0.002022506082725061
495.7393483709273,0.0020171890798786653
497.0426065162907,0.002011899959661154
498.3458646616541,0.002006638503319252
499.64912280701753,0.0020014044943820223
500.9523809523809,0.0019961977186311788
502.25563909774434,0.0019910179640718565
503.55889724310777,0.0019858650209038423
504.86215538847114,0.0019807386814932487
506.16541353383457,0.001975638740344623
507.468671679198,0.0019705649940734886
508.77192982456137,0.0019655172413793106
510.0751879699248,0.001960495283018868
511.37844611528817,0.0019554989217800433
512.6817042606516,0.0019505279624560032
513.984962406015,0.0019455822118197776
515.2882205513783,0.001940661478599222
516.5914786967419,0.0019357655734523577
517.8947368421052,0.0019308943089430897
519.1979949874686,0.0019260474995172814
520.5012531328321,0.0019212249614791988
521.8045112781955,0.0019164265129682997
523.1077694235589,0.001911651973936374
524.4110275689222,0.0019069011661250242
525.7142857142857,0.0019021739130434783
527.0175438596491,0.0018974700399467378
528.3208020050125,0.0018927893738140418
529.624060150376,0.0018881317433276548
530.9273182957393,0.001883496978851964
532.2305764411028,0.0018788849124128837
533.5338345864661,0.001874295377677565
534.8370927318296,0.0018697282099343956
536.140350877193,0.0018651832460732983
537.4436090225563,0.0018606603245663125
538.7468671679198,0.0018561592854484555
540.0501253132832,0.001851679970298868
541.3533834586466,0.0018472222222222223
542.65664160401,0.0018427858858304084
543.9598997493733,0.0018383708072244752
545.2631578947369,0.001833976833976834
546.5664160401002,0.00182960381511372
547.8696741854636,0.0018252516010978958
549.172932330827,0.0018209200438116101
550.4761904761904,0.0018166089965397927
551.7794486215539,0.0018123183139534883
553.0827067669172,0.0018080478520935293
554.3859649122807,0.0018037974683544305
555.6892230576441,0.001799567021468519
556.9924812030075,0.0017953563714902807
558.295739348371,0.0017911653797809302
559.5989974937343,0.0017869939089931927
560.9022556390978,0.0017828418230563
562.2055137844611,0.0017787089871611984
563.5087719298245,0.0017745952677459527
564.812030075188,0.0017705005324813632
566.1152882205513,0.0017664246502567737
567.4185463659148,0.0017623674911660776
568.7218045112782,0.0017583289264939187
570.0250626566416,0.0017543088287020753
571.328320802005,0.001750307071416038
572.6315789473683,0.001746323529411765
573.9348370927319,0.00174235807860262
575.2380952380952,0.0017384105960264902
576.5413533834586,0.0017344809598330727
577.844611528822,0.0017305690492713393
579.1478696741854,0.0017266747446771683
580.4511278195489,0.0017227979274611399
581.7543859649122,0.001718938480096502
583.0576441102756,0.0017150962861072904
584.3609022556391,0.0017112712300566136
585.6641604010025,0.0017074631975350907
586.9674185463659,0.0017036720751494449
588.2706766917292,0.0016998977505112477
589.5739348370927,0.001696140112225812
590.8771929824561,0.0016923990498812352
592.1804511278195,0.0016886744540375825
593.483709273183,0.0016849662162162161
594.7869674185463,0.0016812742288892636
596.0902255639097,0.0016775983854692231
597.3934837092731,0.001673938580298708
598.6967418546366,0.0016702947086403215
600.0,0.0016666666666666668
